"Date","Chrome","IE","Firefox","Safari","Opera","Android","UC Browser","Samsung Internet","Nokia","Edge Legacy","BlackBerry","IEMobile","NetFront","Yandex Browser","360 Safe Browser","Maxthon","QQ Browser","Sogou Explorer","Sony PS3","Chromium","Silk","Unknown","Coc Coc","Mozilla","Dolfin","Puffin","KaiOS","Sony PS4","Samsung","AOL","SeaMonkey","Openwave","Phantom","SonyEricsson","Obigo","Jasmine","Pale Moon","RockMelt","Other"
2017-02,52.39,4.37,6.73,14.4,3.8,2.82,8.55,3.24,0.07,1.77,0.18,0.42,0.03,0.27,0.05,0.07,0.09,0.07,0.01,0.08,0,0.04,0.13,0.02,0.01,0.1,0,0.08,0,0,0.01,0,0.02,0.01,0,0,0.01,0,0.15
2017-03,52.81,4.18,6.67,14.44,3.7,2.73,8.75,3.19,0.07,1.71,0.15,0.39,0.03,0.27,0.04,0.06,0.08,0.07,0.01,0.08,0,0.05,0.15,0.02,0.01,0.05,0,0.08,0,0,0.01,0,0.03,0.01,0,0,0.01,0,0.15
2017-04,53.69,3.91,6.31,14.64,3.57,2.65,8.41,3.37,0.07,1.71,0.14,0.37,0.02,0.28,0.04,0.06,0.08,0.07,0.01,0.07,0,0.05,0.14,0.02,0.01,0.06,0,0.09,0,0,0.01,0,0.03,0.01,0,0,0.01,0,0.14
2017-05,54.14,4.03,6.21,14.26,3.56,2.54,8.4,3.4,0.06,1.73,0.14,0.35,0.02,0.27,0.05,0.06,0.08,0.07,0.01,0.07,0,0.04,0.16,0.02,0.01,0.05,0,0.08,0,0,0.01,0,0.02,0.01,0,0,0.01,0,0.14
2017-06,53.92,3.93,5.93,14.39,3.83,2.45,8.58,3.48,0.06,1.75,0.13,0.34,0.02,0.26,0.06,0.06,0.09,0.08,0.01,0.07,0,0.04,0.16,0.02,0.01,0.05,0,0.08,0,0,0.01,0,0.02,0.01,0,0,0.01,0,0.15
2017-07,54.3,3.74,5.73,14.15,3.98,2.47,8.57,3.53,0.06,1.74,0.12,0.34,0.02,0.29,0.08,0.06,0.11,0.08,0.01,0.07,0,0.04,0.14,0.02,0.01,0.05,0,0.09,0,0,0.01,0,0.02,0.01,0,0,0.01,0,0.15
2017-08,54.89,3.69,5.9,14.88,4,2.23,7.43,3.47,0.05,1.8,0.11,0.31,0.02,0.27,0.05,0.06,0.1,0.07,0.01,0.07,0,0.03,0.16,0.02,0.01,0.05,0,0.09,0,0,0.01,0,0.03,0.01,0,0,0.02,0,0.15
2017-09,55.68,3.56,5.96,14.22,4.08,2.04,7.3,3.41,0.06,2.17,0.11,0.3,0.02,0.26,0.04,0.06,0.1,0.07,0.01,0.06,0,0.03,0.1,0.02,0.01,0.05,0,0.09,0,0,0.01,0,0.04,0.01,0,0,0.02,0,0.13
2017-10,54.57,3.74,6.08,14.59,3.89,1.9,7.86,3.41,0.07,2.22,0.1,0.27,0.02,0.27,0.05,0.05,0.23,0.06,0.01,0.07,0,0.03,0.1,0.02,0.01,0.06,0,0.11,0,0,0.01,0,0.04,0.01,0,0,0.02,0,0.13
2017-11,55,3.88,6.1,14.76,3.8,1.77,7.99,2.97,0.08,2.06,0.08,0.25,0.02,0.27,0.03,0.05,0.22,0.06,0.01,0.06,0,0.04,0.12,0.01,0.01,0.08,0,0.1,0,0,0.01,0,0.03,0.01,0,0,0.02,0,0.13
2017-12,55.04,3.35,5.72,14.86,4.03,1.83,8.69,2.88,0.1,1.9,0.08,0.23,0.02,0.28,0.03,0.05,0.24,0.05,0.01,0.06,0,0.04,0.1,0.01,0.01,0.08,0,0.1,0,0,0.01,0,0.04,0.01,0,0,0.01,0,0.14
2018-01,56.31,3.2,5.66,14.44,3.96,1.79,8.29,2.84,0.09,1.89,0.07,0.22,0.01,0.28,0.03,0.05,0.24,0.05,0.01,0.06,0,0.04,0.1,0.01,0.01,0.08,0,0.07,0,0,0.01,0,0.03,0.01,0,0,0.02,0,0.12
2018-02,57.46,3.06,5.5,14.39,3.69,1.72,7.91,2.92,0.05,1.86,0.07,0.21,0.01,0.28,0.02,0.05,0.24,0.05,0.01,0.05,0,0.03,0.07,0.01,0,0.08,0,0.08,0,0,0.01,0,0.03,0.01,0,0,0.01,0,0.1
2018-03,57.64,3.11,5.38,14.81,3.65,1.62,7.37,2.72,0.04,1.93,0.06,0.2,0.01,0.28,0.02,0.05,0.27,0.07,0.01,0.06,0,0.03,0.1,0.01,0,0.08,0.22,0.08,0,0,0.01,0,0.03,0.01,0,0,0.01,0,0.1
2018-04,57.36,3.21,5.45,13.96,3.83,1.59,7.88,2.69,0.05,1.98,0.06,0.19,0.01,0.25,0.03,0.07,0.38,0.08,0.01,0.06,0,0.03,0.14,0.01,0,0.09,0.34,0.08,0,0,0.01,0,0.03,0.01,0,0,0.01,0,0.11
2018-05,58.09,3.08,5.27,13.78,3.68,1.51,8.16,2.59,0.04,1.91,0.05,0.17,0.01,0.23,0.02,0.05,0.33,0.06,0.01,0.07,0,0.03,0.14,0.02,0,0.08,0.38,0.07,0,0,0.01,0,0.04,0.01,0,0,0.02,0,0.1
2018-06,58.94,3.12,5.17,13.7,3.5,1.56,7.46,2.67,0.04,1.89,0.04,0.17,0.01,0.23,0.02,0.04,0.43,0.06,0.01,0.07,0,0.03,0.13,0.02,0,0.09,0.4,0.06,0,0,0.01,0,0.03,0.01,0,0,0.01,0,0.09
2018-07,59.69,3.01,5.02,13.85,3.35,1.56,7.03,2.71,0.04,1.88,0.04,0.16,0.01,0.22,0.02,0.04,0.36,0.05,0,0.07,0,0.03,0.11,0.02,0,0.09,0.4,0.07,0,0,0.01,0,0.03,0.01,0,0,0.01,0,0.09
2018-08,59.67,3.03,4.93,14.51,3.5,1.42,6.28,2.87,0.04,1.9,0.04,0.15,0.01,0.22,0.07,0.04,0.28,0.05,0.01,0.07,0,0.03,0.11,0.02,0,0.1,0.43,0.07,0,0,0,0,0.02,0,0,0,0.01,0,0.09
2018-09,60.6,2.85,5.01,14.85,3.38,1.31,5.42,2.82,0.03,1.99,0.03,0.14,0.01,0.24,0.03,0.04,0.21,0.05,0.01,0.07,0,0.03,0.1,0.02,0,0.11,0.44,0.07,0,0,0,0,0,0,0,0,0.01,0,0.11
2018-10,61.55,2.88,5.02,15.13,3.16,1.18,4.41,2.76,0.02,2.08,0.03,0.12,0.01,0.26,0.01,0.04,0.2,0.05,0.01,0.08,0,0.03,0.11,0.03,0,0.1,0.45,0.07,0,0,0.01,0,0,0,0,0,0.01,0,0.19
2018-11,61.77,2.81,4.92,15.09,3.15,1.18,4.22,2.73,0.03,2.15,0.02,0.12,0.01,0.27,0.01,0.04,0.19,0.07,0.01,0.08,0,0.03,0.11,0.03,0,0.1,0.49,0.07,0,0,0.01,0,0,0,0,0,0.01,0,0.27
2018-12,62.28,2.55,4.93,14.69,3.13,1.18,4.21,2.94,0.03,2.03,0.02,0.12,0.01,0.26,0.02,0.04,0.2,0.05,0.01,0.08,0,0.03,0.11,0.02,0,0.12,0.56,0.06,0,0,0.01,0,0,0,0,0,0.01,0,0.3
2019-01,61.72,2.7,4.66,15.23,2.91,1.15,3.83,3.64,0.03,2.13,0.02,0.1,0.01,0.24,0.03,0.04,0.22,0.08,0,0.08,0,0.03,0.09,0.03,0,0.12,0.54,0.06,0,0,0.01,0,0,0,0,0,0.01,0,0.28
2019-02,62.41,2.58,4.39,15.56,2.87,1.09,3.73,3.42,0.03,2.16,0.02,0.1,0.01,0.25,0.02,0.04,0.19,0.07,0,0.08,0,0.03,0.07,0.03,0,0.13,0.46,0.06,0,0,0,0,0,0,0,0,0.01,0,0.17
2019-03,62.58,2.56,4.7,15.64,2.73,1.04,3.44,3.32,0.02,2.21,0.02,0.1,0.01,0.28,0.02,0.04,0.19,0.07,0,0.08,0,0.02,0.12,0.03,0,0.14,0.41,0.07,0,0,0,0,0,0,0,0,0.01,0,0.13
2019-04,62.8,2.47,4.86,15.83,2.56,1.04,3.11,3.5,0.01,2.16,0.02,0.09,0,0.23,0.02,0.04,0.2,0.07,0,0.08,0,0.02,0.12,0.02,0,0.13,0.35,0.07,0,0,0,0,0,0,0,0,0.01,0,0.16
2019-05,62.98,2.46,5.01,15.74,2.54,0.91,3.13,3.4,0.01,2.15,0.02,0.08,0,0.22,0.03,0.04,0.21,0.08,0,0.07,0,0.02,0.12,0.03,0,0.14,0.37,0.05,0,0,0,0,0,0,0,0,0.01,0,0.16
2019-06,63.69,2.29,4.64,15.15,2.53,1,3.32,3.53,0.01,2.14,0.02,0.07,0,0.23,0.02,0.04,0.26,0.05,0,0.07,0,0.02,0.12,0.03,0,0.13,0.4,0.06,0,0,0.01,0,0,0,0,0,0.01,0,0.16
2019-07,63.37,2.26,4.49,15.05,2.58,0.97,3.57,3.75,0.01,2.18,0.02,0.07,0,0.24,0.02,0.04,0.31,0.05,0,0.07,0,0.02,0.14,0.03,0,0.13,0.41,0.06,0,0,0.01,0,0,0,0,0,0.01,0,0.15
2019-08,63.99,1.97,4.44,15.48,2.65,0.73,3.46,3.49,0.01,2.16,0.02,0.07,0,0.24,0.02,0.04,0.26,0.05,0,0.07,0,0.02,0.15,0.03,0,0.13,0.3,0.05,0,0,0,0,0,0,0,0,0.01,0,0.15
2019-09,63.72,2.23,4.45,16.34,2.5,0.61,3.15,3.34,0.01,2.15,0.01,0.06,0,0.23,0.02,0.04,0.31,0.06,0,0.08,0,0.02,0.11,0.03,0,0.13,0.2,0.05,0,0,0,0,0,0,0,0,0.01,0,0.15
2019-10,64.92,1.98,4.33,15.97,2.34,0.59,2.94,3.29,0.01,2.05,0.01,0.06,0,0.25,0.02,0.03,0.33,0.06,0,0.08,0,0.02,0.11,0.05,0,0.13,0.22,0.05,0,0,0,0,0,0,0,0,0.01,0,0.15
2019-11,64.26,1.66,4.47,16.74,2.35,0.58,2.95,3.29,0.01,2.11,0.01,0.06,0,0.29,0.01,0.03,0.25,0.05,0,0.08,0,0.02,0.12,0.08,0,0.13,0.25,0.05,0,0,0,0,0,0,0,0,0.01,0,0.15
2019-12,63.62,1.57,4.39,17.68,2.28,0.51,2.87,3.46,0.01,2.06,0.01,0.05,0,0.29,0.02,0.04,0.27,0.05,0,0.08,0,0.02,0.13,0.07,0,0.13,0.18,0.05,0,0,0,0,0,0,0,0,0.01,0,0.15
2020-01,64.1,1.68,4.7,17.21,2.26,0.54,2.61,3.33,0,2.17,0.01,0.05,0,0.27,0.02,0.03,0.26,0.05,0,0.08,0,0.01,0.09,0.08,0,0.14,0.11,0.05,0,0,0,0,0,0,0,0,0.01,0,0.14
2020-02,64.45,1.63,4.58,17.57,1.92,0.59,2.16,3.28,0,2.19,0.01,0.05,0,0.27,0.02,0.03,0.31,0.06,0,0.08,0,0.02,0.11,0.09,0,0.13,0.12,0.05,0,0,0,0,0,0,0,0,0.01,0,0.26
2020-03,63.69,1.71,4.42,18.35,1.63,0.62,1.99,3.36,0,2.18,0.01,0.04,0,0.27,0.28,0.04,0.3,0.06,0,0.06,0,0.02,0.12,0.09,0,0.12,0.17,0.05,0,0,0,0,0,0,0,0,0.01,0,0.4
2020-04,62.48,1.41,4.21,19.94,1.73,0.57,1.97,3.4,0,2.23,0.01,0.02,0,0.26,0.3,0.03,0.29,0.06,0,0.04,0,0.02,0.09,0.1,0,0.13,0.06,0.06,0,0,0,0,0,0,0,0,0.01,0,0.57
2020-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
